App, Activity, Time (us)
0 0 23762097
0 0 23763932
0 0 23765809
0 0 23767683
0 0 23769558
0 0 23772367
0 0 23774242
0 0 23776116
0 0 23777992
0 0 23779864
0 0 23781740
0 0 23784546
0 0 23786421
0 0 23788293
0 0 23790166
0 0 23792041
0 0 23794856
0 0 23796730
0 0 23798604
0 0 23800478
0 0 23802353
0 0 23805161
0 0 23807034
0 0 23808908
0 0 23810784
0 0 23812657
0 0 23814530
0 0 23817342
0 0 23819214
0 0 23821087
0 0 23822957
0 0 23824839
0 0 23826712
0 0 23829519
0 0 23831394
0 0 23833269
0 0 23835144
0 0 23837019
0 0 23839827
0 0 23841700
0 0 23843575
0 0 23845449
0 0 23847323
0 0 23850133
0 0 23852006
0 0 23853879
0 0 23855763
0 0 23857638
0 0 23859512
0 0 23862327
0 0 23864194
0 0 23866070
0 0 23867943
0 0 23869818
0 0 23871691
0 0 23874502
0 0 23876378
0 0 23878248
0 0 23880120
0 0 23881993
0 0 23883864
0 0 23886676
0 0 23888546
0 0 23890417
0 0 23892286
0 0 23894158
0 0 23896973
0 0 23898846
0 0 23900721
0 0 23902595
0 0 23904468
0 0 23906343
0 0 23909152
0 0 23911027
0 0 23912902
0 0 23914777
0 0 23916653
0 0 23919465
0 0 23921339
0 0 23923212
0 0 23925087
0 0 23926963
0 0 23928838
0 0 23931647
0 0 23933522
0 0 23935397
0 0 23937267
0 0 23939137
0 0 23941010
0 0 23943813
0 0 23945687
0 0 23947563
0 0 23949438
0 0 23951313
0 0 23954124
0 0 23955998
0 0 23957873
0 0 23959749
0 0 23961625
0 0 23963501
0 0 23965376
0 0 23968184
0 0 23970061
0 0 23971935
0 0 23973810
0 0 23975685
0 0 23978498
0 0 23980373
0 0 23982248
0 0 23984123
0 0 23985999
0 0 23987873
0 0 23990680
0 0 23992556
0 0 23994430
0 0 23996307
0 0 23998180
0 0 24000994
0 0 24002869
0 0 24004742
0 0 24006617
0 0 24008492
0 0 24010367
0 0 24013175
0 0 24015053
0 0 24016925
0 0 24018802
0 0 24020676
0 0 24022550
0 0 24025364
0 0 24027239
0 0 24029113
0 0 24030989
0 0 24032864
0 0 24034740
0 0 24037549
0 0 24039421
0 0 24041295
0 0 24043170
0 0 24045046
0 0 24047857
0 0 24049731
0 0 24051606
0 0 24053479
0 0 24055353
0 0 24057226
0 0 24060035
0 0 24061910
0 0 24063785
0 0 24065661
0 0 24067535
0 0 24070347
0 0 24072221
0 0 24074096
0 0 24075970
0 0 24077847
0 0 24079720
0 0 24082530
0 0 24084404
0 0 24086280
0 0 24088153
0 0 24090026
0 0 24091901
0 0 24094713
0 0 24096588
0 0 24098459
0 0 24100337
0 0 24102208
0 0 24104086
0 0 24106896
0 0 24108770
0 0 24110646
0 0 24112519
0 0 24114396
0 0 24117205
0 0 24119080
0 0 24120954
