App, Activity, Time (us)
0 0 15372416
0 0 15374253
0 0 15376130
0 0 15378942
0 0 15380815
0 0 15382688
0 0 15384563
0 0 15386437
0 0 15388312
0 0 15391122
0 0 15392996
0 0 15394869
0 0 15396746
0 0 15398620
0 0 15401429
0 0 15403306
0 0 15405180
0 0 15407057
0 0 15408930
0 0 15410807
0 0 15413617
0 0 15415492
0 0 15417367
0 0 15419242
0 0 15421117
0 0 15422992
0 0 15425812
0 0 15427690
0 0 15429563
0 0 15431437
0 0 15433308
0 0 15436120
0 0 15437993
0 0 15439868
0 0 15441743
0 0 15443617
0 0 15445490
0 0 15448297
0 0 15450170
0 0 15452045
0 0 15453918
0 0 15455804
0 0 15458614
0 0 15460488
0 0 15462362
0 0 15464238
0 0 15466115
0 0 15467989
0 0 15470796
0 0 15472676
0 0 15474545
0 0 15476419
0 0 15478293
0 0 15481103
0 0 15482976
0 0 15484851
0 0 15486735
0 0 15488611
0 0 15491417
0 0 15493292
0 0 15495165
0 0 15497038
0 0 15498913
0 0 15500788
0 0 15503602
0 0 15505476
0 0 15507353
0 0 15509226
0 0 15511102
0 0 15512974
0 0 15515792
0 0 15517666
0 0 15519541
0 0 15521415
0 0 15523290
0 0 15526102
0 0 15527975
0 0 15529849
0 0 15531724
0 0 15533601
0 0 15535476
0 0 15538285
0 0 15540160
0 0 15542036
0 0 15543912
0 0 15545796
0 0 15547671
0 0 15550484
0 0 15552359
0 0 15554235
0 0 15556112
0 0 15557986
0 0 15560795
0 0 15562670
0 0 15564544
0 0 15566418
0 0 15568292
0 0 15571105
0 0 15572978
0 0 15574854
0 0 15576738
0 0 15578610
0 0 15580484
0 0 15583293
0 0 15585167
0 0 15587046
0 0 15588919
0 0 15590795
0 0 15593608
0 0 15595482
0 0 15597356
0 0 15599231
0 0 15601105
0 0 15602981
0 0 15605800
0 0 15607674
0 0 15609550
0 0 15611425
0 0 15613298
0 0 15616112
0 0 15617986
0 0 15619861
0 0 15621736
0 0 15623612
0 0 15625487
0 0 15628297
0 0 15630170
0 0 15632044
0 0 15633917
0 0 15635802
0 0 15637676
0 0 15640487
0 0 15642362
0 0 15644237
0 0 15646111
0 0 15647983
0 0 15649858
0 0 15652667
0 0 15654543
0 0 15656418
0 0 15658293
0 0 15660166
0 0 15662978
0 0 15664851
0 0 15666735
0 0 15668610
0 0 15670484
0 0 15672359
0 0 15675168
0 0 15677046
0 0 15678918
0 0 15680791
0 0 15682665
0 0 15685478
0 0 15687354
0 0 15689228
0 0 15691103
0 0 15692977
0 0 15695793
0 0 15697668
0 0 15699544
0 0 15701417
0 0 15703293
0 0 15706106
0 0 15707978
0 0 15709854
0 0 15711728
0 0 15713602
0 0 15715475
0 0 15717352
0 0 15720159
0 0 15722035
0 0 15723909
0 0 15725794
0 0 15727668
0 0 15730479
0 0 15732355
0 0 15734230
0 0 15736106
0 0 15737980
0 0 15739855
0 0 15742664
0 0 15744541
0 0 15746416
0 0 15748289
0 0 15750162
0 0 15752976
0 0 15754851
0 0 15756736
0 0 15758609
0 0 15760485
0 0 15762359
0 0 15765165
0 0 15767042
0 0 15768915
0 0 15770791
0 0 15772666
0 0 15775478
0 0 15777354
0 0 15779226
0 0 15781100
0 0 15782975
0 0 15784850
0 0 15787674
0 0 15789547
0 0 15791422
0 0 15793297
0 0 15795172
0 0 15797984
0 0 15799857
0 0 15801732
0 0 15803606
0 0 15805481
0 0 15807356
0 0 15810164
0 0 15812038
0 0 15813912
0 0 15815798
0 0 15817674
0 0 15820487
0 0 15822361
0 0 15824238
0 0 15826113
0 0 15827988
0 0 15829861
0 0 15832669
0 0 15834544
0 0 15836419
0 0 15838294
0 0 15840168
0 0 15842042
0 0 15844853
0 0 15846737
0 0 15848611
0 0 15850488
0 0 15852361
0 0 15854237
0 0 15857045
0 0 15858919
0 0 15860796
0 0 15862670
0 0 15864543
0 0 15867355
0 0 15869229
0 0 15871102
0 0 15872977
0 0 15874851
0 0 15876739
0 0 15879545
0 0 15881419
0 0 15883293
0 0 15885168
0 0 15887044
0 0 15888918
0 0 15891731
0 0 15893605
0 0 15895480
0 0 15897354
0 0 15899226
0 0 15901100
0 0 15903908
0 0 15905794
0 0 15907669
0 0 15909545
0 0 15911419
0 0 15914229
0 0 15916103
0 0 15917978
0 0 15919851
0 0 15921727
0 0 15924537
0 0 15926412
0 0 15928285
0 0 15930159
0 0 15932035
0 0 15934847
0 0 15936735
0 0 15938608
0 0 15940485
0 0 15942359
0 0 15944235
0 0 15947043
0 0 15948916
0 0 15950790
0 0 15952666
0 0 15954542
0 0 15957356
0 0 15959230
0 0 15961103
0 0 15962977
0 0 15964850
0 0 15966743
0 0 15968618
0 0 15971426
0 0 15973299
0 0 15975174
0 0 15977048
0 0 15978923
0 0 15981732
0 0 15983606
